"","model","formula","lam(Int)","SElam(Int)","lam(Int)","SElam(Int)","lam(Int)","SElam(Int)","lam(Int)","SElam(Int)","lam(Int)","SElam(Int)","lam(Int)","SElam(Int)","lam(Int)","SElam(Int)","lam(Int)","SElam(Int)","lam(Int)","SElam(Int)","lam(Int)","SElam(Int)","lam(Int)","SElam(Int)","lam(Int)","SElam(Int)","lam(Species_Pice_Gla_v1_500)","SElam(Species_Pice_Gla_v1_500)","lam(Species_Pice_Gla_v1_500)","SElam(Species_Pice_Gla_v1_500)","lam(Species_Pice_Gla_v1_500)","SElam(Species_Pice_Gla_v1_500)","lam(Species_Pice_Gla_v1_500)","SElam(Species_Pice_Gla_v1_500)","lam(Species_Pice_Gla_v1_500)","SElam(Species_Pice_Gla_v1_500)","lam(Species_Pice_Mar_v1_500)","SElam(Species_Pice_Mar_v1_500)","lam(Species_Pinu_Ban_v1_500)","SElam(Species_Pinu_Ban_v1_500)","lam(Species_Popu_Tre_v1_500)","SElam(Species_Popu_Tre_v1_500)","lam(Species_Popu_Tre_v1_500)","SElam(Species_Popu_Tre_v1_500)","lam(Species_Popu_Tre_v1_500)","SElam(Species_Popu_Tre_v1_500)","lam(Species_Popu_Tre_v1_500)","SElam(Species_Popu_Tre_v1_500)","lam(Species_Popu_Tre_v1_500)","SElam(Species_Popu_Tre_v1_500)","lam(Species_Sali_Spp_v1_500)","SElam(Species_Sali_Spp_v1_500)","lam(Species_Sali_Spp_v1_500)","SElam(Species_Sali_Spp_v1_500)","lam(SpeciesGroups_Broadleaf_Spp_v1_500)","SElam(SpeciesGroups_Broadleaf_Spp_v1_500)","lam(SpeciesGroups_Broadleaf_Spp_v1_500)","SElam(SpeciesGroups_Broadleaf_Spp_v1_500)","lam(SpeciesGroups_Broadleaf_Spp_v1_500)","SElam(SpeciesGroups_Broadleaf_Spp_v1_500)","lam(SpeciesGroups_Broadleaf_Spp_v1_500)","SElam(SpeciesGroups_Broadleaf_Spp_v1_500)","lam(SpeciesGroups_Broadleaf_Spp_v1_500)","SElam(SpeciesGroups_Broadleaf_Spp_v1_500)","lam(SpeciesGroups_Needleleaf_Spp_v1_500)","SElam(SpeciesGroups_Needleleaf_Spp_v1_500)","lam(SpeciesGroups_Needleleaf_Spp_v1_500)","SElam(SpeciesGroups_Needleleaf_Spp_v1_500)","lam(SpeciesGroups_Needleleaf_Spp_v1_500)","SElam(SpeciesGroups_Needleleaf_Spp_v1_500)","lam(Structure_Stand_Age_v1_500)","SElam(Structure_Stand_Age_v1_500)","lam(Structure_Stand_Age_v1_500)","SElam(Structure_Stand_Age_v1_500)","lam(Structure_Stand_Age_v1_500)","SElam(Structure_Stand_Age_v1_500)","lam(Structure_Stand_Age_v1_500)","SElam(Structure_Stand_Age_v1_500)","lam(Structure_Stand_Age_v1_500)","SElam(Structure_Stand_Age_v1_500)","lam(Structure_Stand_Age_v1_500)","SElam(Structure_Stand_Age_v1_500)","lam(Structure_Stand_CrownClosure_v1_500)","SElam(Structure_Stand_CrownClosure_v1_500)","lam(Structure_Stand_CrownClosure_v1_500)","SElam(Structure_Stand_CrownClosure_v1_500)","p(Int)","SEp(Int)","p(Int)","SEp(Int)","p(Int)","SEp(Int)","p(Int)","SEp(Int)","p(Int)","SEp(Int)","p(Int)","SEp(Int)","p(Int)","SEp(Int)","p(Int)","SEp(Int)","p(Int)","SEp(Int)","p(Int)","SEp(Int)","p(Int)","SEp(Int)","p(Int)","SEp(Int)","p(Julian)","SEp(Julian)","p(Julian)","SEp(Julian)","p(Julian)","SEp(Julian)","p(Julian)","SEp(Julian)","p(Julian)","SEp(Julian)","p(Julian)","SEp(Julian)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"1","4/10/14","~1 ~ Species_Pice_Gla_v1_500 + SpeciesGroups_Broadleaf_Spp_v1_500 + Structure_Stand_Age_v1_500 + 1",-0.860279923932558,0.263977195685154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.725305163680811,0.205720249484145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11715620471158,0.217856001655724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17202112668605,0.338678975706679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.879228145629451,0.314808455632224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16.7230437119395,162.043192977877,5,98,334.086385955753,0,0.237543889925033,NA,0.237543889925033
"2","4/8/14","~1 ~ Species_Pice_Gla_v1_500 + Species_Popu_Tre_v1_500 + Structure_Stand_Age_v1_500 + 1",-0.854991643926715,0.263907925652453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.659670989257807,0.200602600599599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06384072343347,0.211045382185709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09094744602664,0.330263328435857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.878109684680675,0.315826778950239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15.8009505889432,162.343482085576,5,98,334.686964171152,0.600578215398855,0.175925972961823,NA,0.413469862886856
"3","1/8/14","~Julian + 1 ~ Species_Popu_Tre_v1_500 + Structure_Stand_Age_v1_500 + 1",-0.622353613267137,0.242978106228733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.651056906269122,0.161808915767119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.638683486611344,0.276119122917943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.992752128486008,0.311957849507066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.642139455679055,0.197861631296817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.570673540716,162.700620478888,5,98,335.401240957776,1.31485500202257,0.123091121349124,NA,0.53656098423598
"4","1/8/9","~Julian + 1 ~ Species_Popu_Tre_v1_500 + Species_Sali_Spp_v1_500 + 1",-0.635687721336744,0.232002156794819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.467731953591143,0.131501873176408,NA,NA,NA,NA,NA,NA,NA,NA,-0.476835373765635,0.265188307495733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.913470769266248,0.294661708190232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.600526633311234,0.19832118749685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10.5591675751161,163.234148900199,5,98,336.468297800397,2.38191184464409,0.0721968548823475,NA,0.608757839118327
"5","1/10/14","~Julian + 1 ~ SpeciesGroups_Broadleaf_Spp_v1_500 + Structure_Stand_Age_v1_500 + 1",-0.625981101822084,0.237884654934009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633631545447105,0.163098412292906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.640161076354559,0.277541548494385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.967525564790572,0.305008940929877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.641727086911999,0.198504188475168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10.7379544668341,163.238517113769,5,98,336.477034227539,2.39064827178549,0.0718821714037897,NA,0.680640010522117
"6","1/9/10","~Julian + 1 ~ Species_Sali_Spp_v1_500 + SpeciesGroups_Broadleaf_Spp_v1_500 + 1",-0.63848713829088,0.229284873743138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.495339803145877,0.265390016773009,NA,NA,0.451491673553093,0.131079871127652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.898912237490771,0.290916302708114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.600459179045014,0.198539433409951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10.0209684246584,163.589704269522,5,98,337.179408539044,3.09302258329086,0.0505944109389247,NA,0.731234421461042
"7","4/8/15","~1 ~ Species_Pice_Gla_v1_500 + Species_Popu_Tre_v1_500 + Structure_Stand_CrownClosure_v1_500 + 1",-0.792116881344687,0.242222099298598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.954844995295108,0.275822996400831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.695380423681301,0.149311001656567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.828079387818371,0.27620908521593,NA,NA,-0.798873353194255,0.296176089707763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16.4288598431055,163.600883260374,5,98,337.201766520749,3.11538056499546,0.050031966121967,NA,0.781266387583009
"8","5/6/10","~1 ~ Species_Pice_Mar_v1_500 + Species_Pinu_Ban_v1_500 + SpeciesGroups_Broadleaf_Spp_v1_500 + 1",-0.845958038417796,0.255622906726193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49597407721824,0.417726974872793,1.20288278401083,0.358811183963657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00132317986098,0.445902843032653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.838081651241766,0.308650154495389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57.657491191096,163.615815979905,5,98,337.23163195981,3.1452460040569,0.0492904033584766,NA,0.830556790941485
"9","1/11/14","~Julian + 1 ~ SpeciesGroups_Needleleaf_Spp_v1_500 + Structure_Stand_Age_v1_500 + 1",-0.60562290603304,0.233680457664865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.928377016778255,0.249465517168158,NA,NA,NA,NA,0.954233177879019,0.286410997408059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.950446773192075,0.301084589961497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.635217932264913,0.199013352395933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.31509037207555,163.672626192826,5,98,337.345252385652,3.25886642989923,0.0465682599044934,NA,0.877125050845979
"10","4/10/15","~1 ~ Species_Pice_Gla_v1_500 + SpeciesGroups_Broadleaf_Spp_v1_500 + Structure_Stand_CrownClosure_v1_500 + 1",-0.794754751583502,0.241057005556373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.01041463739454,0.282954628497517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.703868158622021,0.152188598045841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.861269762271028,0.277748348118883,NA,NA,-0.792190823479564,0.294170316686065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17.2167023808981,163.69115295128,5,98,337.382305902559,3.29591994680601,0.0457134439366292,NA,0.922838494782608
