"","SS","mean_MaxHeight","mean_MeanHeight","mean_PercCanopyCoverCut0.1m","mean_PercCanopyCoverCut0.5m","mean_PercCanopyCoverCut1.0m","mean_PercCanopyCoverCut1.5m","mean_PercCanopyDensity","sd_MaxHeight","sd_MeanHeight","sd_PercCanopyCoverCut0.1m","sd_PercCanopyCoverCut0.5m","sd_PercCanopyCoverCut1.0m","sd_PercCanopyCoverCut1.5m","sd_PercCanopyDensity","cv_MaxHeight","cv_MeanHeight","cv_PercCanopyCoverCut0.1m","cv_PercCanopyCoverCut0.5m","cv_PercCanopyCoverCut1.0m","cv_PercCanopyCoverCut1.5m","cv_PercCanopyDensity","kurtosis_MaxHeight","kurtosis_MeanHeight","kurtosis_PercCanopyCoverCut0.1m","kurtosis_PercCanopyCoverCut0.5m","kurtosis_PercCanopyCoverCut1.0m","kurtosis_PercCanopyCoverCut1.5m","kurtosis_PercCanopyDensity","skewness_MaxHeight","skewness_MeanHeight","skewness_PercCanopyCoverCut0.1m","skewness_PercCanopyCoverCut0.5m","skewness_PercCanopyCoverCut1.0m","skewness_PercCanopyCoverCut1.5m","skewness_PercCanopyDensity","strata_00_to_02_returnProportion","strata_02_to_04_returnProportion","strata_04_to_06_returnProportion","strata_06_to_08_returnProportion","strata_08_to_10_returnProportion","strata_10_to_15_returnProportion","strata_15_to_20_returnProportion","strata_20_above_returnProportion"
"1","BG_15_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","BG_15_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","BG_15_100",8.80637465249847,5.52524815670545,79.7033087339799,70.6753244865757,69.2969966610445,68.3275769843677,77.0342707887015,3.44108304698901,2.66643547010929,22.5738333256495,27.2882673568762,28.0285068300956,28.4684543635637,21.7766856635272,39.0749108773466,48.2591079076385,28.3223290026673,38.6107422287951,40.4469286990787,41.6646625272206,28.2688281988919,3.17957293092742,2.34110288565491,5.2480974661874,3.47697843683649,3.2689032115208,3.14284475124963,4.98842436312411,-0.842660704849328,-0.321342272233309,-1.61906331643513,-1.16116284944503,-1.10249079255647,-1.06183676803538,-1.48291614917971,0.242238649908372,0.118904112979684,0.149732880597143,0.177705173217653,0.174043999692932,0.134718261337892,0.00265693224874603,0
"4","BG_15_11",5.27284041819177,2.8290353776642,63.4767497842868,42.5808856694654,39.4497581829731,37.3604988306344,62.9208704081162,4.18903604579904,2.91100483622152,24.1698068274436,29.3072085107134,29.5504742548435,29.7343022197696,23.5696063119592,79.4455305597055,102.89743490677,38.0766294896634,68.8271463825597,74.9066042883826,79.587540719313,37.4591231161973,3.21103739685847,4.65494863886682,2.3474942109773,1.85342245728686,1.8757392203556,1.90140668390531,2.38658471217048,1.0216520518293,1.53573022485805,-0.492219055574913,0.107910893535878,0.231828914511344,0.318210546689702,-0.498012952626906,0.550600369056469,0.199796817469497,0.0954635644800678,0.0476885919314112,0.033549503047053,0.0594962346803168,0.0134049245655364,0
"5","BG_15_12",5.53592733622307,2.90053576023737,72.9428861682789,52.5694451461344,48.1617841358463,45.3552175914704,72.6036777531533,3.3695632100152,2.24956750731797,22.8094306531392,30.5042070013252,31.4798849393368,31.8700709435692,22.426345454648,60.8671863874954,77.556965101298,31.2702606811005,58.0264960311612,65.362788161136,70.2677059795712,30.8887182422023,2.40062623331051,3.28563017895309,3.09741018844816,1.85787499962275,1.72500406098647,1.67385815458686,3.11661710868657,0.266182766123418,0.869578235289597,-0.921896204082479,-0.276773329405892,-0.12719307610963,-0.0296704137950664,-0.917072602776679,0.499966207907539,0.180399577952698,0.148393562463637,0.0960704543327797,0.0510607233771362,0.0233933502576776,0.000716129183477884,0
"6","BG_15_13",9.3179938891117,5.2482921860109,79.021939402623,64.1235174087508,60.1531305441149,57.1310256716252,78.3670653880295,5.61418291922956,3.9327416277664,21.7439439597874,30.3529564773189,31.6777752363662,32.5140367751607,21.147044520423,60.2509830553749,74.9337401269113,27.5163380248114,47.3351395929143,52.6618896636385,56.9113478936003,26.9846068826423,1.98565395022409,2.63619311519173,4.18975074147196,2.38738886835978,2.09986312939705,1.91612037857958,4.17441643530257,0.0806417788926685,0.618967919533909,-1.33064682212893,-0.755184250622089,-0.603674666627424,-0.487320430421515,-1.29638706587402,0.397878239250802,0.12723533543751,0.104450852671317,0.0884169518901534,0.0709011005155775,0.125377216824928,0.081773477633071,0.00396683092717288
"7","BG_15_14",9.76596182943449,5.60851998171125,74.9037032219617,61.2314329230625,58.8731229264459,57.0494527700415,73.6255025994417,5.49912251909623,4.02944964394557,23.0599782597599,29.1745572626428,29.8768888484746,30.3819954355705,22.3156366646831,56.3090724205162,71.8451508969417,30.7861657940014,47.6463735534341,50.7479259861955,53.2555422714327,30.309656133814,2.24378950396167,2.67818704011901,3.80656975200099,2.39494488812448,2.23033562002886,2.11676458884963,3.80247764630819,0.104857687674427,0.625116651352586,-1.19237441451819,-0.687703611443754,-0.60618389498958,-0.544110329886224,-1.14840923122138,0.361262048305942,0.121935553852253,0.108851855994984,0.103898536027651,0.0859393361536078,0.119805422940335,0.0917836539711395,0.00652359875468881
"8","BG_15_15",7.29741422806412,3.64725757029489,63.9801603131211,44.513769369524,41.5612496710606,39.929562219699,63.8182997724943,4.98227901063836,3.09223445726942,26.4103856101644,31.3853115270683,31.4276828596498,31.3478638940505,25.6665473646388,68.2745813096055,84.7824536016907,41.2790238113051,70.5069733963172,75.6177523736326,78.5079078041712,40.218162276553,1.79511210057311,2.43171365313743,2.30158934896872,1.66690090296887,1.64245231365261,1.64228618712468,2.35633486031524,0.0425337559090804,0.647808232565785,-0.583580141151213,-0.0405015140181339,0.0530143519464473,0.113273445621154,-0.584627758600247,0.519179922032503,0.11238120647905,0.0866931461163067,0.0853443239265705,0.0824378508167447,0.0986344829826157,0.0153290722810645,0
"9","BG_15_16",7.59057190385286,3.86786586923544,71.8639347774893,53.5482056188535,50.1803257342027,48.1924662400245,71.2395392874174,4.39071820996687,2.81999584265805,23.2953553687632,30.4635047828466,31.25654316964,31.6156412999946,22.4350663876124,57.8443662161768,72.9083152828017,32.4159196694309,56.8898704088805,62.2884421579904,65.6028706697259,31.4924360994218,1.96747135067461,2.28497560442176,3.10635870303005,1.89851952220491,1.7634776509598,1.69691323786992,3.17366630511712,-0.166467020046004,0.440574953998584,-0.950450386168628,-0.393334855749458,-0.289961904248994,-0.223033311875172,-0.940582862394007,0.463068990504879,0.127795119810554,0.109014392300128,0.105465120664927,0.0987622922814678,0.0886064921624359,0.00728759699478799,0
"10","BG_15_17",4.11243777016316,1.99253626891783,60.5141893305922,40.0043140781172,36.5944769708641,34.2076991593665,60.3760498658213,3.21975432298528,1.83823187996708,28.9735969708987,32.6441254592919,32.3377361544895,31.8739177723922,28.6804569027273,78.2930831524179,92.2558805399032,47.8790136518469,81.601512765716,88.3678052844865,93.1776136825173,47.5030363305752,2.3058926278044,3.72069895903764,1.95065475127627,1.59813895905361,1.64327188340631,1.70429978202098,1.97331002831965,0.453708869532356,1.02475080857405,-0.440097593346757,0.158427838826162,0.281406078264572,0.373297154553795,-0.452696981330479,0.621695448484917,0.176959590370651,0.111061747713971,0.0634089599535893,0.0207382985052191,0.00579952878253758,0.000336429788955526,0
